Id,Time[ns],0:SPI: MISO data,0:SPI: MOSI data
1125,26217780.00,B8,00
1126,26219380.00,00,00
1127,26222330.00,02,00
1128,26223930.00,E2,00
1129,26226880.00,80,00
1130,26228480.00,05,00
1131,26231430.00,4F,00
1132,26233030.00,35,00
1133,26235980.00,83,00
1134,26237580.00,80,00
1135,26263890.00,00,00
1136,26265490.00,00,00
1137,26268860.00,00,00
1138,26270450.00,00,00
1139,26273410.00,05,00
1140,26275000.00,BE,00
1141,26277960.00,00,00
1142,26279560.00,1F,00
1143,26282500.00,B0,00
1144,26284110.00,00,00
1145,26287050.00,02,00
1146,26288650.00,E3,00
1147,26291600.00,80,00
1148,26293210.00,0D,00
1149,26296160.00,CE,00
1150,26297750.00,67,00
1151,26300700.00,92,00
1152,26302310.00,00,00
1153,26331370.00,02,6A
1154,26332970.00,80,00
1155,26336330.00,00,00
1156,26337930.00,00,00
1157,26340880.00,05,00
1158,26342480.00,AE,00
1159,26345430.00,00,00
1160,26347030.00,0A,00
1161,26349980.00,B8,00
1162,26351580.00,00,00
1163,26354530.00,02,00
1164,26356130.00,E2,00
1165,26359080.00,80,00
1166,26360680.00,05,00
1167,26363630.00,4F,00
1168,26365230.00,78,00
1169,26368180.00,35,00
1170,26369780.00,00,00
1171,26397840.00,25,00
1172,26399440.00,00,00
1173,26402810.00,00,00
1174,26404410.00,00,00
1175,26407360.00,0F,00
1176,26408960.00,FF,00
1177,26411910.00,80,00
1178,26413510.00,1F,00
1179,26416460.00,FB,00
1180,26418060.00,80,00
1181,26421010.00,07,00
1182,26422610.00,FF,00
1183,26425560.00,80,00
1184,26427160.00,0F,00
1185,26430110.00,FC,00
1186,26431710.00,1F,00
1187,26434660.00,FF,00
1188,26436260.00,80,00
1189,26463340.00,02,55
1190,26464940.00,80,00
1191,26468310.00,00,00
1192,26469910.00,00,00
1193,26472860.00,0F,00
1194,26474460.00,FF,00
1195,26477410.00,80,00
1196,26479010.00,0A,00
1197,26481960.00,FB,00
1198,26483560.00,80,00
1199,26486510.00,07,00
1200,26488110.00,FF,00
1201,26491060.00,80,00
1202,26492660.00,0F,00
1203,26495610.00,FC,00
1204,26497210.00,37,00
1205,26500160.00,BA,00
1206,26501760.00,00,00
1207,26528070.00,00,00
1208,26529670.00,00,00
1209,26533030.00,00,00
1210,26534630.00,00,00
1211,26537580.00,05,00
1212,26539180.00,B6,00
1213,26542130.00,80,00
1214,26543730.00,0A,00
1215,26546680.00,A9,00
1216,26548280.00,80,00
1217,26551230.00,02,00
1218,26552830.00,DE,00
1219,26555780.00,80,00
1220,26557380.00,05,00
1221,26560330.00,6C,00
1222,26561930.00,2F,00
1223,26564880.00,1D,00
1224,26566480.00,00,00
1225,26594940.00,02,35
1226,26596540.00,80,40
1227,26599910.00,00,00
1228,26601510.00,00,00
1229,26604460.00,05,00
1230,26606060.00,B6,00
1231,26609010.00,80,00
1232,26610610.00,0A,00
1233,26613560.00,A9,00
1234,26615160.00,80,00
1235,26618110.00,06,00
1236,26619710.00,DE,00
1237,26622660.00,80,00
1238,26624260.00,07,00
1239,26627210.00,6C,00
1240,26628810.00,35,00
1241,26631760.00,BA,00
1242,26633360.00,00,00
1243,26661470.00,25,00
1244,26663070.00,40,00
1245,26666430.00,00,00
1246,26668030.00,00,00
1247,26670980.00,05,00
1248,26672580.00,AE,00
1249,26675530.00,80,00
1250,26677130.00,0A,00
1251,26680080.00,8F,00
1252,26681680.00,00,00
1253,26684630.00,02,00
1254,26686230.00,F3,00
1255,26689180.00,00,00
1256,26690780.00,05,00
1257,26693730.00,7B,00
1258,26695330.00,B6,00
1259,26698280.00,82,00
1260,26699880.00,80,00
1261,26726970.00,02,AA
1262,26728570.00,80,80
1263,26731930.00,00,00
1264,26733530.00,00,00
1265,26736480.00,05,00
1266,26738080.00,AE,00
1267,26741030.00,80,00
1268,26742630.00,0A,00
1269,26745580.00,8F,00
1270,26747180.00,00,00
1271,26750130.00,02,00
1272,26751730.00,F3,00
1273,26754680.00,00,00
1274,26756280.00,05,00
1275,26759230.00,7B,00
1276,26760830.00,A7,00
1277,26763780.00,D0,00
1278,26765380.00,00,00
1279,26791700.00,00,00
1280,26793300.00,00,00
1281,26796660.00,00,00
1282,26798260.00,00,00
1283,26801210.00,05,00
1284,26802810.00,AE,00
1285,26805760.00,80,00
1286,26807360.00,0A,00
1287,26810310.00,8F,00
1288,26811910.00,00,00
1289,26814860.00,02,00
1290,26816460.00,F3,00
1291,26819410.00,00,00
1292,26821010.00,05,00
1293,26823960.00,7B,00
1294,26825560.00,BD,00
1295,26828510.00,77,00
1296,26830110.00,00,00
1297,26858570.00,02,2C
1298,26860170.00,80,00
1299,26863530.00,00,00
1300,26865130.00,00,00
1301,26868080.00,05,00
1302,26869680.00,AE,00
1303,26872630.00,80,00
1304,26874230.00,0A,00
1305,26877180.00,8F,00
1306,26878780.00,00,00
1307,26881730.00,02,00
1308,26883330.00,F3,00
1309,26886280.00,00,00
1310,26887880.00,05,00
1311,26890830.00,7B,00
1312,26892430.00,A7,00
1313,26895380.00,D0,00
1314,26896980.00,00,00
1315,26925010.00,26,00
1316,26926610.00,40,00
1317,26929970.00,00,00
1318,26931570.00,00,00
1319,26934520.00,05,00
1320,26936120.00,B3,00
1321,26939070.00,00,00
1322,26940670.00,0A,00
1323,26943620.00,99,00
1324,26945220.00,00,00
1325,26948170.00,03,00
1326,26949770.00,0B,00
1327,26952720.00,00,00
1328,26954320.00,05,00
1329,26957270.00,48,00
1330,26958870.00,5E,00
1331,26961820.00,19,00
1332,26963420.00,00,00
1333,26990510.00,02,AC
1334,26992110.00,80,80
1335,26995470.00,00,00
1336,26997070.00,00,00
1337,27000020.00,05,00
1338,27001620.00,B3,00
1339,27004570.00,00,00
1340,27006170.00,0A,00
1341,27009120.00,99,00
1342,27010720.00,00,00
1343,27013670.00,03,00
1344,27015270.00,0B,00
1345,27018220.00,00,00
1346,27019820.00,05,00
1347,27022770.00,48,00
1348,27024370.00,24,00
1349,27027320.00,7E,00
1350,27028920.00,00,00
1351,27055230.00,00,00
1352,27056830.00,00,00
1353,27060200.00,00,00
1354,27061800.00,00,00
1355,27064750.00,05,00
1356,27066350.00,B3,00
1357,27069300.00,00,00
1358,27070900.00,0A,00
1359,27073850.00,99,00
1360,27075450.00,00,00
1361,27078400.00,03,00
1362,27080000.00,0B,00
1363,27082950.00,00,00
1364,27084550.00,05,00
1365,27087500.00,48,00
1366,27089100.00,3E,00
1367,27092050.00,D9,00
1368,27093650.00,00,00
1369,27122110.00,02,6D
1370,27123710.00,80,00
1371,27127070.00,00,00
1372,27128670.00,00,00
1373,27131620.00,05,00
1374,27133220.00,B3,00
1375,27136170.00,00,00
1376,27137770.00,0A,00
1377,27140720.00,99,00
1378,27142320.00,00,00
1379,27145270.00,03,00
1380,27146870.00,0B,00
1381,27149820.00,00,00
1382,27151420.00,05,00
1383,27154370.00,48,00
1384,27155970.00,24,00
1385,27158920.00,7E,00
1386,27160520.00,00,00
1387,27188120.00,26,00
1388,27189720.00,80,00
1389,27193090.00,00,00
1390,27194690.00,00,00
1391,27197630.00,0F,00
1392,27199240.00,FC,00
1393,27202190.00,00,00
1394,27203790.00,1F,00
1395,27206740.00,FF,00
1396,27208340.00,80,00
1397,27211290.00,02,00
1398,27212890.00,1D,00
1399,27215840.00,00,00
1400,27217440.00,0D,00
1401,27220390.00,F1,00
1402,27221980.00,9B,00
1403,27224940.00,FE,00
1404,27226540.00,00,00
1405,27253490.00,07,AD
1406,27255090.00,80,00
1407,27258450.00,00,00
1408,27260050.00,00,00
1409,27263000.00,05,00
1410,27264600.00,BD,00
1411,27267550.00,00,00
1412,27269150.00,0A,00
1413,27272100.00,B6,00
1414,27273700.00,80,00
1415,27276650.00,03,00
1416,27278250.00,1C,00
1417,27281200.00,80,00
1418,27282800.00,05,00
1419,27285750.00,72,00
1420,27287350.00,CB,00
1421,27290300.00,7C,00
1422,27291900.00,00,00
1423,27318210.00,00,00
1424,27319810.00,00,00
1425,27323170.00,00,00
1426,27324770.00,00,00
1427,27327790.00,0F,00
1428,27329390.00,FF,00
1429,27332340.00,00,00
1430,27333940.00,1F,00
1431,27336890.00,FF,00
1432,27338490.00,80,00
1433,27341440.00,07,00
1434,27343040.00,3D,00
1435,27345990.00,80,00
1436,27347590.00,0F,00
1437,27350540.00,F7,00
1438,27352140.00,F3,00
1439,27355090.00,FF,00
1440,27356690.00,00,00
1441,27385290.00,03,66
1442,27386890.00,80,00
1443,27390250.00,00,00
1444,27391850.00,00,80
1445,27394800.00,05,00
1446,27396400.00,BD,00
1447,27399350.00,00,00
1448,27400950.00,0A,00
1449,27403900.00,B6,00
1450,27405500.00,80,00
1451,27408450.00,03,00
1452,27410050.00,1C,00
1453,27413000.00,80,00
1454,27414600.00,05,00
1455,27417550.00,72,00
1456,27419150.00,CB,00
1457,27422590.00,7C,00
1458,27424190.00,00,00
1459,27450800.00,23,00
1460,27452400.00,00,00
1461,27455760.00,00,00
1462,27457360.00,00,00
1463,27460310.00,05,00
1464,27461910.00,B9,00
1465,27464860.00,80,00
1466,27466460.00,0A,00
1467,27469410.00,CA,00
1468,27471010.00,80,00
1469,27473960.00,03,00
1470,27475560.00,13,00
1471,27478510.00,80,00
1472,27480110.00,05,00
1473,27483060.00,A7,00
1474,27484660.00,24,00
1475,27487610.00,51,00
1476,27489210.00,00,00
1477,27516160.00,02,53
1478,27517760.00,80,00
1479,27521120.00,00,00
1480,27522720.00,00,00
1481,27525670.00,05,00
1482,27527270.00,F9,00
1483,27530220.00,80,00
1484,27531820.00,1A,00
1485,27534770.00,CA,00
1486,27536370.00,80,00
1487,27539320.00,03,00
1488,27540920.00,13,00
1489,27543870.00,80,00
1490,27545470.00,05,00
1491,27548420.00,A7,00
1492,27550020.00,41,00
1493,27552970.00,CF,00
1494,27554570.00,00,00
1495,27580890.00,40,00
1496,27582490.00,00,00
1497,27585850.00,00,00
1498,27587450.00,00,00
1499,27590400.00,05,00
1500,27592000.00,B9,00
1501,27594950.00,80,00
1502,27596550.00,0A,00
1503,27599500.00,CA,00
1504,27601100.00,80,00
1505,27604050.00,03,00
1506,27605650.00,13,00
1507,27608600.00,80,00
1508,27610200.00,05,00
1509,27613150.00,A7,00
1510,27614750.00,70,00
1511,27617700.00,69,00
1512,27619300.00,00,00
1513,27647760.00,02,33
1514,27649360.00,80,40
1515,27652730.00,00,00
1516,27654320.00,00,00
1517,27657280.00,0F,00
1518,27658880.00,F9,00
1519,27661830.00,00,00
1520,27663430.00,1F,00
1521,27666380.00,CF,00
1522,27667980.00,80,00
1523,27670930.00,07,00
1524,27672530.00,37,00
1525,27675480.00,00,00
1526,27677080.00,0D,00
1527,27680030.00,EF,00
1528,27681630.00,C1,00
1529,27685060.00,C7,00
1530,27686660.00,00,00
1531,27713280.00,67,00
1532,27714880.00,C0,00
1533,27718240.00,00,00
1534,27719840.00,00,00
1535,27722790.00,05,00
1536,27724390.00,99,00
1537,27727340.00,80,00
1538,27728940.00,0A,00
1539,27731890.00,D8,00
1540,27733490.00,80,00
1541,27736440.00,02,00
1542,27738040.00,FD,00
1543,27740990.00,00,00
1544,27742590.00,05,00
1545,27745540.00,82,00
1546,27747140.00,2A,00
1547,27750090.00,17,00
1548,27751690.00,80,00
1549,27778640.00,02,A6
1550,27780240.00,80,80
1551,27783600.00,00,00
1552,27785200.00,00,00
1553,27788150.00,05,00
1554,27789750.00,99,00
1555,27792700.00,80,00
1556,27794300.00,0A,00
1557,27797250.00,D8,00
1558,27798850.00,80,00
1559,27801800.00,02,00
1560,27803400.00,FD,00
1561,27806350.00,00,00
1562,27807950.00,05,00
1563,27810900.00,82,00
1564,27812500.00,65,00
1565,27815450.00,3E,00
1566,27817050.00,80,00
1567,27843360.00,00,00
1568,27844960.00,00,00
1569,27848330.00,00,00
1570,27849930.00,00,00
1571,27852880.00,0F,00
1572,27854480.00,BB,00
1573,27857430.00,80,00
1574,27859030.00,1E,00
1575,27861980.00,D8,00
1576,27863580.00,80,00
1577,27866530.00,02,00
1578,27868130.00,FF,00
1579,27871080.00,00,00
1580,27872680.00,07,00
1581,27875630.00,86,00
1582,27877230.00,FF,00
1583,27880180.00,99,00
1584,27881780.00,80,00
1585,27910240.00,02,68
1586,27911840.00,80,80
1587,27915200.00,00,00
1588,27916800.00,00,40
1589,27919750.00,05,00
1590,27921350.00,99,00
1591,27924300.00,80,00
1592,27925900.00,0A,00
1593,27928850.00,D8,00
1594,27930450.00,80,00
1595,27933400.00,02,00
1596,27935000.00,FD,00
1597,27937950.00,00,00
1598,27939550.00,05,00
1599,27942500.00,82,00
1600,27944100.00,65,00
1601,27947510.00,3E,00
1602,27949110.00,80,00
1603,27975730.00,24,00
1604,27977330.00,40,00
1605,27980690.00,00,00
1606,27982290.00,00,00
1607,27985240.00,05,00
1608,27986840.00,B4,00
1609,27989790.00,80,00
1610,27991390.00,0A,00
1611,27994340.00,DF,00
1612,27995940.00,80,00
1613,27998890.00,02,00
1614,28000490.00,F8,00
1615,28003440.00,00,00
1616,28005040.00,05,00
1617,28007990.00,6E,00
1618,28009590.00,F2,00
1619,28012540.00,05,00
1620,28014140.00,00,00
1621,28041090.00,02,A8
1622,28042690.00,80,80
1623,28046050.00,00,00
1624,28047650.00,00,00
1625,28050600.00,05,00
1626,28052200.00,B4,00
1627,28055150.00,80,00
1628,28056750.00,0A,00
1629,28059700.00,DF,00
1630,28061300.00,80,00
1631,28064250.00,02,00
1632,28065850.00,F8,00
1633,28068800.00,00,00
1634,28070400.00,05,00
1635,28073350.00,6E,00
1636,28074950.00,C5,00
1637,28077900.00,BB,00
1638,28079500.00,00,00
1639,28105820.00,C0,00
1640,28107420.00,00,00
1641,28110780.00,00,00
1642,28112380.00,00,00
1643,28115330.00,05,00
1644,28116930.00,B4,00
1645,28119880.00,80,00
1646,28121480.00,0A,00
1647,28124430.00,DF,00
1648,28126030.00,80,00
1649,28128980.00,02,00
1650,28130580.00,F8,00
1651,28133530.00,00,00
1652,28135130.00,05,00
1653,28138080.00,6E,00
1654,28139680.00,F5,00
1655,28142630.00,15,00
1656,28144230.00,00,00
1657,28172690.00,02,28
1658,28174290.00,80,80
1659,28177650.00,00,00
1660,28179250.00,00,00
1661,28182200.00,05,00
1662,28183800.00,B4,00
1663,28186750.00,80,00
1664,28188350.00,0A,00
1665,28191300.00,DF,00
1666,28192900.00,80,00
1667,28195850.00,02,00
1668,28197450.00,F8,00
1669,28200400.00,00,00
1670,28202000.00,05,00
1671,28204950.00,6E,00
1672,28206550.00,C5,00
1673,28209970.00,FF,00
1674,28211570.00,00,00
1675,28238180.00,24,00
1676,28239780.00,80,00
1677,28243140.00,00,00
1678,28244740.00,00,00
1679,28247690.00,05,00
1680,28249290.00,D3,00
1681,28252240.00,00,00
1682,28253840.00,0A,00
1683,28256790.00,AD,00
1684,28258390.00,80,00
1685,28261340.00,03,00
1686,28262940.00,14,00
1687,28265890.00,00,00
1688,28267490.00,05,00
1689,28270440.00,7A,00
1690,28272040.00,B1,00
1691,28274990.00,25,00
1692,28276590.00,00,00
1693,28303540.00,02,54
1694,28305140.00,80,80
1695,28308500.00,00,00
1696,28310100.00,00,00
1697,28313050.00,05,00
1698,28314650.00,D3,00
1699,28317600.00,00,00
1700,28319200.00,0A,00
1701,28322150.00,AD,00
1702,28323750.00,80,00
1703,28326770.00,07,00
1704,28328370.00,34,00
1705,28331320.00,00,00
1706,28332920.00,07,00
1707,28335870.00,FE,00
1708,28337470.00,FA,00
1709,28340420.00,5A,00
1710,28342020.00,00,00
1711,28368330.00,00,00
1712,28369930.00,00,00
1713,28373290.00,00,00
1714,28374890.00,00,00
1715,28377840.00,05,00
1716,28379440.00,D3,00
1717,28382390.00,00,00
1718,28383990.00,0A,00
1719,28386940.00,AD,00
1720,28388540.00,80,00
1721,28391490.00,03,00
1722,28393090.00,14,00
1723,28396040.00,00,00
1724,28397640.00,05,00
1725,28400590.00,7A,00
1726,28402190.00,E0,00
1727,28405140.00,FD,00
1728,28406740.00,00,00
1729,28435200.00,02,35
1730,28436800.00,80,80
1731,28440170.00,00,00
1732,28441770.00,00,80
1733,28444720.00,05,00
1734,28446320.00,D3,00
1735,28449270.00,00,00
1736,28450870.00,0A,00
1737,28453820.00,AD,00
1738,28455420.00,80,00
1739,28458370.00,03,00
1740,28459970.00,14,00
1741,28462920.00,00,00
1742,28464520.00,05,00
1743,28467470.00,7A,00
1744,28469070.00,FA,00
1745,28472490.00,5A,00
1746,28474090.00,00,00
1747,28500700.00,65,00
1748,28502300.00,80,00
1749,28505670.00,00,00
1750,28507270.00,00,00
1751,28510220.00,05,00
1752,28511820.00,BD,00
1753,28514770.00,80,00
1754,28516370.00,0A,00
1755,28519320.00,81,00
1756,28520920.00,00,00
1757,28523870.00,03,00
1758,28525470.00,00,00
1759,28528420.00,00,00
1760,28530020.00,05,00
1761,28532970.00,8D,00
1762,28534570.00,FC,00
1763,28537520.00,8B,00
1764,28539120.00,80,00
1765,28566070.00,02,AB
1766,28567670.00,80,00
1767,28571030.00,00,00
1768,28572630.00,00,00
1769,28575580.00,05,00
1770,28577180.00,BD,00
1771,28580130.00,80,00
1772,28581730.00,0A,00
1773,28584680.00,81,00
1774,28586280.00,00,00
1775,28589230.00,03,00
1776,28590830.00,00,00
1777,28593780.00,00,00
1778,28595380.00,05,00
1779,28598330.00,8D,00
1780,28599930.00,91,00
1781,28602880.00,18,00
1782,28604480.00,00,00
1783,28630790.00,40,00
1784,28632390.00,00,00
1785,28635760.00,00,00
1786,28637360.00,00,00
1787,28640310.00,0F,00
1788,28641910.00,FF,00
1789,28644860.00,80,00
1790,28646460.00,1F,00
1791,28649410.00,83,00
1792,28651010.00,00,00
1793,28653960.00,07,00
1794,28655560.00,00,00
1795,28658510.00,00,00
1796,28660110.00,0F,00
1797,28663060.00,9F,00
1798,28664660.00,E3,00
1799,28667610.00,FE,00
1800,28669210.00,00,00
1801,28697670.00,02,6B
1802,28699270.00,87,80
1803,28702490.00,80,00
1804,28704090.00,00,00
1805,28707040.00,05,00
1806,28708640.00,BC,00
1807,28711590.00,80,00
1808,28713190.00,0A,00
1809,28716140.00,86,00
1810,28717740.00,80,00
1811,28720690.00,02,00
1812,28722290.00,EE,00
1813,28725240.00,80,00
1814,28726840.00,05,00
1815,28729790.00,A5,00
1816,28731390.00,6C,00
1817,28734340.00,5E,00
1818,28735940.00,80,00
1819,28762560.00,2D,00
1820,28764160.00,C0,00
1821,28767520.00,00,00
1822,28769120.00,00,00
1823,28772070.00,05,00
1824,28773670.00,BC,00
1825,28776620.00,80,00
1826,28778220.00,0A,00
1827,28781170.00,86,00
1828,28782770.00,80,00
1829,28785720.00,02,00
1830,28787320.00,EE,00
1831,28790270.00,80,00
1832,28791870.00,05,00
1833,28794820.00,A5,00
1834,28796420.00,67,00
1835,28799370.00,C4,00
1836,28800970.00,80,00
1837,28827920.00,02,AB
1838,28829520.00,80,80
1839,28832880.00,00,00
1840,28834480.00,00,00
1841,28837430.00,05,00
1842,28839030.00,BC,00
1843,28841980.00,80,00
1844,28843580.00,0A,00
1845,28846530.00,86,00
1846,28848130.00,80,00
1847,28851080.00,02,00
1848,28852680.00,EE,00
1849,28855630.00,80,00
1850,28857230.00,05,00
1851,28860180.00,A5,00
1852,28861780.00,21,00
1853,28864730.00,E8,00
1854,28866330.00,00,00
1855,28892640.00,00,00
1856,28894250.00,00,00
1857,28897610.00,00,00
1858,28899210.00,00,00
1859,28902160.00,05,00
1860,28903760.00,BC,00
1861,28906710.00,80,00
1862,28908310.00,0A,00
1863,28911260.00,86,00
1864,28912860.00,80,00
1865,28915810.00,02,00
1866,28917410.00,EE,00
1867,28920360.00,80,00
1868,28921960.00,05,00
1869,28924910.00,A5,00
1870,28926510.00,3B,00
1871,28929460.00,4F,00
1872,28931060.00,00,00
1873,28961250.00,06,76
1874,28962840.00,8F,C0
1875,28966210.00,80,00
1876,28967810.00,00,80
1877,28970760.00,05,00
1878,28972360.00,C0,00
1879,28975310.00,80,00
1880,28976910.00,0A,00
1881,28979860.00,97,00
1882,28981460.00,80,00
1883,28984410.00,03,00
1884,28986010.00,15,00
1885,28988960.00,80,00
1886,28990560.00,05,00
1887,28993510.00,74,00
1888,28995110.00,2B,00
1889,28998060.00,E4,00
1890,28999660.00,80,00
1891,29026270.00,26,00
1892,29027870.00,C0,00
1893,29031230.00,00,00
1894,29032830.00,00,00
1895,29035780.00,05,00
1896,29037380.00,C0,00
1897,29040330.00,80,00
1898,29041930.00,0A,00
1899,29044880.00,97,00
1900,29046480.00,80,00
1901,29049430.00,03,00
1902,29051030.00,15,00
1903,29053980.00,80,00
1904,29055580.00,05,00
1905,29058530.00,74,00
1906,29060130.00,4B,00
1907,29063080.00,4B,00
1908,29064680.00,00,00
1909,29091630.00,02,56
1910,29093230.00,80,C0
1911,29096600.00,00,00
1912,29098200.00,00,00
1913,29101150.00,0F,00
1914,29102750.00,C1,00
1915,29105700.00,80,00
1916,29107300.00,1F,00
1917,29110250.00,BF,00
1918,29111850.00,80,00
1919,29114800.00,07,00
1920,29116400.00,3F,00
1921,29119350.00,80,00
1922,29120950.00,0F,00
1923,29123900.00,FC,00
1924,29125500.00,EE,00
1925,29128450.00,F6,00
1926,29130050.00,00,00
1927,29156360.00,40,00
1928,29157960.00,00,00
1929,29161320.00,00,00
1930,29162920.00,00,00
1931,29165870.00,05,00
1932,29167470.00,C0,00
1933,29170420.00,80,00
1934,29172020.00,0A,00
1935,29174970.00,97,00
1936,29176570.00,80,00
1937,29179520.00,03,00
1938,29181120.00,15,00
1939,29184070.00,80,00
1940,29185670.00,05,00
1941,29188620.00,74,00
1942,29190220.00,56,00
1943,29193170.00,FC,00
1944,29194770.00,00,00
1945,29224960.00,02,6E
1946,29226560.00,87,00
1947,29229920.00,80,00
1948,29231520.00,00,00
1949,29234470.00,05,00
1950,29236070.00,E8,00
1951,29239020.00,00,00
1952,29240620.00,0A,00
1953,29243570.00,8D,00
1954,29245170.00,00,00
1955,29248120.00,03,00
1956,29249720.00,09,00
1957,29252670.00,00,00
1958,29254270.00,05,00
1959,29257220.00,7B,00
1960,29258820.00,E1,00
1961,29261770.00,35,00
1962,29263370.00,00,00
1963,29289980.00,27,00
1964,29291580.00,00,00
1965,29294950.00,00,00
1966,29296550.00,00,00
1967,29299500.00,05,00
1968,29301100.00,E8,00
1969,29304050.00,00,00
1970,29305650.00,0A,00
1971,29308600.00,9D,00
1972,29310200.00,00,00
1973,29313150.00,03,00
1974,29314750.00,09,00
1975,29317700.00,00,00
1976,29319300.00,05,00
1977,29322250.00,7B,00
1978,29323850.00,DB,00
1979,29327000.00,B7,00
1980,29328600.00,00,00
1981,29355680.00,02,57
1982,29357280.00,80,00
1983,29360650.00,00,00
1984,29362250.00,00,00
1985,29365200.00,05,00
1986,29366800.00,E8,00
1987,29369750.00,00,00
1988,29371350.00,0A,00
1989,29374300.00,8D,00
1990,29375900.00,00,00
1991,29378850.00,03,00
1992,29380450.00,09,00
1993,29383400.00,00,00
1994,29385000.00,05,00
1995,29387950.00,7B,00
1996,29389550.00,AC,00
1997,29392500.00,83,00
1998,29394100.00,80,00
1999,29420410.00,00,00
2000,29422010.00,00,00
2001,29425370.00,00,00
2002,29426970.00,00,00
2003,29429920.00,05,00
2004,29431520.00,E8,00
2005,29434470.00,00,00
2006,29436070.00,0A,00
2007,29439020.00,8D,00
2008,29440620.00,00,00
2009,29443570.00,03,00
2010,29445170.00,09,00
2011,29448120.00,00,00
2012,29449720.00,05,00
2013,29452670.00,7B,00
2014,29454270.00,B6,00
2015,29457220.00,24,00
2016,29458820.00,80,00
2017,29489010.00,02,3F
2018,29490610.00,87,80
2019,29493970.00,80,00
2020,29495570.00,00,00
2021,29498520.00,05,00
2022,29500120.00,D4,00
2023,29503070.00,80,00
2024,29504670.00,0A,00
2025,29507620.00,B0,00
2026,29509220.00,00,00
2027,29512170.00,02,00
2028,29513770.00,FD,00
2029,29516720.00,80,00
2030,29518320.00,05,00
2031,29521270.00,71,00
2032,29522870.00,4A,00
2033,29525820.00,08,00
2034,29527420.00,80,00
2035,29554040.00,7F,00
2036,29555640.00,C0,00
2037,29559000.00,00,00
2038,29560600.00,00,00
2039,29563550.00,05,00
2040,29565150.00,D4,00
2041,29568100.00,80,00
2042,29569700.00,0A,00
2043,29572650.00,B0,00
2044,29574250.00,00,00
2045,29577200.00,02,00
2046,29578800.00,FD,00
2047,29581750.00,80,00
2048,29583350.00,05,00
2049,29586300.00,71,00
2050,29587900.00,2B,00
2051,29590850.00,0E,00
2052,29592450.00,80,00
2053,29619400.00,02,BF
2054,29621000.00,80,80
2055,29624360.00,00,00
2056,29625960.00,00,00
2057,29628910.00,05,00
2058,29630510.00,D4,00
2059,29633460.00,80,00
2060,29635060.00,0A,00
2061,29638010.00,B0,00
2062,29639610.00,00,00
2063,29642560.00,02,00
2064,29644160.00,FD,00
2065,29647110.00,80,00
2066,29648710.00,05,00
2067,29651660.00,71,00
2068,29653260.00,07,00
2069,29656210.00,BE,00
2070,29657810.00,00,00
2071,29684120.00,00,00
2072,29685720.00,00,00
2073,29689090.00,00,00
2074,29690690.00,00,00
2075,29693640.00,0F,00
2076,29695240.00,F4,00
2077,29698190.00,80,00
2078,29699790.00,1F,00
2079,29702740.00,B0,00
2080,29704340.00,00,00
2081,29707290.00,07,00
2082,29708890.00,FD,00
2083,29711840.00,80,00
2084,29713440.00,07,00
2085,29716390.00,71,00
2086,29717990.00,3D,00
2087,29720940.00,39,00
2088,29722540.00,00,00
2089,29750870.00,02,30
2090,29752470.00,87,80
2091,29755840.00,80,00
2092,29757440.00,00,04
2093,29760390.00,05,10
2094,29761990.00,CE,00
2095,29764940.00,80,00
2096,29766540.00,0A,00
2097,29769490.00,C5,00
2098,29771090.00,00,00
2099,29774040.00,03,00
2100,29775640.00,08,00
2101,29778590.00,80,00
2102,29780190.00,05,00
2103,29783140.00,6B,00
2104,29784740.00,8D,00
2105,29787690.00,BB,00
2106,29789290.00,80,00
2107,29815600.00,20,00
2108,29817200.00,80,00
2109,29820560.00,00,00
2110,29822160.00,05,00
2111,29825110.00,80,00
2112,29826710.00,0A,00
2113,29829660.00,80,00
2114,29831260.00,03,00
2115,29834210.00,00,00
2116,29835810.00,05,00
2117,29838760.00,41,00
2118,29840360.00,D7,00
2119,29843310.00,02,00
2120,29844910.00,00,00
2121,29847860.00,00,00
2122,29849460.00,05,00
2123,29852410.00,80,00
2124,29854010.00,0A,00
2125,29880960.00,02,50
2126,29882560.00,00,80
2127,29885920.00,00,00
2128,29887530.00,05,00
2129,29890470.00,80,00
2130,29892080.00,1F,00
2131,29895030.00,80,00
2132,29896630.00,07,00
2133,29899580.00,00,00
2134,29901180.00,0D,00
2135,29904130.00,19,00
2136,29905730.00,E6,00
2137,29908680.00,06,00
2138,29910280.00,18,00
2139,29913230.00,00,00
2140,29914830.00,0F,00
2141,29917780.00,00,00
2142,29919380.00,16,00
2143,29945690.00,02,00
2144,29947290.00,00,00
2145,29950650.00,00,00
2146,29952250.00,05,00
2147,29955200.00,80,00
2148,29956800.00,0A,00
2149,29959750.00,80,00
2150,29961350.00,03,00
2151,29964300.00,00,00
2152,29965900.00,05,00
2153,29968850.00,19,00
2154,29970450.00,E2,00
2155,29973400.00,02,00
2156,29975000.00,00,00
2157,29977950.00,00,00
2158,29979550.00,05,00
2159,29982500.00,80,00
2160,29984100.00,0A,00
