Id,Time[ns],0:SPI: MISO data,0:SPI: MOSI data
7355,104599030.00,68,00
7356,104600630.00,E2,00
7357,104602230.00,C2,00
7358,104603830.00,00,00
7359,104605430.00,00,00
7360,104607030.00,06,00
7361,104608630.00,80,00
7362,104610230.00,0B,00
7363,104839030.00,42,00
7364,104840630.00,07,00
7365,104842230.00,80,00
7366,104843830.00,06,00
7367,104845430.00,80,00
7368,104847030.00,0B,00
7369,104848630.00,80,00
7370,104850230.00,04,00
7371,104851830.00,00,00
7372,104853430.00,06,00
7373,104855030.00,E0,00
7374,104856630.00,F2,00
7375,104858230.00,42,00
7376,104859830.00,00,00
7377,104861430.00,00,00
7378,104863030.00,06,00
7379,104864630.00,80,00
7380,104866230.00,0B,00
7381,105095030.00,42,00
7382,105096630.00,07,00
7383,105098230.00,80,00
7384,105099830.00,06,00
7385,105101430.00,80,00
7386,105103030.00,0B,00
7387,105104630.00,80,00
7388,105106230.00,03,00
7389,105107830.00,80,00
7390,105109430.00,06,00
7391,105111030.00,7E,00
7392,105112630.00,FA,00
7393,105114230.00,42,00
7394,105115830.00,00,00
7395,105117430.00,00,00
7396,105119030.00,06,00
7397,105120630.00,80,00
7398,105122230.00,0B,00
7399,105351080.00,42,00
7400,105352680.00,07,00
7401,105354280.00,80,00
7402,105355880.00,06,00
7403,105357480.00,80,00
7404,105359080.00,0B,00
7405,105360680.00,80,00
7406,105362280.00,03,00
7407,105363880.00,80,00
7408,105365480.00,06,00
7409,105367080.00,7E,00
7410,105368680.00,FA,00
7411,105370280.00,42,00
7412,105371880.00,00,00
7413,105373480.00,00,00
7414,105375080.00,06,00
7415,105376680.00,80,00
7416,105378280.00,0B,00
7417,105607030.00,42,00
7418,105608630.00,07,00
7419,105610230.00,80,00
7420,105611830.00,06,00
7421,105613430.00,80,00
7422,105615030.00,0B,00
7423,105616630.00,80,00
7424,105618230.00,03,00
7425,105619830.00,80,00
7426,105621430.00,06,00
7427,105623030.00,7E,00
7428,105624630.00,FC,00
7429,105626240.00,82,00
7430,105627830.00,00,00
7431,105629430.00,00,00
7432,105631030.00,06,00
7433,105632630.00,80,00
7434,105634230.00,0B,00
7435,105863040.00,C6,00
7436,105864640.00,0F,00
7437,105866240.00,80,00
7438,105867840.00,0F,00
7439,105869440.00,80,00
7440,105871040.00,1F,00
7441,105872640.00,80,00
7442,105874240.00,07,00
7443,105875840.00,80,00
7444,105877440.00,0E,00
7445,105879040.00,FF,00
7446,105880640.00,FE,00
7447,105882240.00,C6,00
7448,105883840.00,00,00
7449,105885440.00,00,00
7450,105887040.00,0F,00
7451,105888640.00,80,00
7452,105890240.00,1F,00
7453,106119040.00,42,00
7454,106120640.00,07,00
7455,106122240.00,80,00
7456,106123840.00,06,00
7457,106125440.00,80,00
7458,106127040.00,0B,00
7459,106128640.00,80,00
7460,106130240.00,03,00
7461,106131840.00,80,00
7462,106133440.00,06,00
7463,106135040.00,7E,00
7464,106136640.00,FA,00
7465,106138240.00,42,00
7466,106139840.00,00,00
7467,106141440.00,00,00
7468,106143040.00,06,00
7469,106144640.00,80,00
7470,106146240.00,0B,00
7471,106375090.00,42,00
7472,106376690.00,07,00
7473,106378290.00,80,00
7474,106379890.00,06,00
7475,106381490.00,80,00
7476,106383090.00,0B,00
7477,106384690.00,80,00
7478,106386290.00,04,00
7479,106387890.00,00,00
7480,106389490.00,06,00
7481,106391090.00,68,00
7482,106392690.00,E2,00
7483,106394290.00,C2,00
7484,106395890.00,00,00
7485,106397490.00,00,00
7486,106399090.00,06,00
7487,106400690.00,80,00
7488,106402290.00,0B,00
7489,106631040.00,42,00
7490,106632640.00,07,00
7491,106634240.00,80,00
7492,106635840.00,06,00
7493,106637440.00,80,00
7494,106639040.00,0B,00
7495,106640640.00,80,00
7496,106642240.00,04,00
7497,106643840.00,00,00
7498,106645440.00,06,00
7499,106647040.00,68,00
7500,106648640.00,E2,00
7501,106650240.00,C2,00
7502,106651840.00,00,00
7503,106653440.00,00,00
7504,106655040.00,06,00
7505,106656640.00,80,00
7506,106658240.00,0B,00
7507,106887040.00,42,00
7508,106888640.00,07,00
7509,106890240.00,80,00
7510,106891840.00,06,00
7511,106893440.00,80,00
7512,106895040.00,0B,00
7513,106896640.00,80,00
7514,106898240.00,04,00
7515,106899840.00,00,00
7516,106901440.00,06,00
7517,106903040.00,68,00
7518,106904640.00,E2,00
7519,106906240.00,C2,00
7520,106907840.00,00,00
7521,106909440.00,00,00
7522,106911040.00,06,00
7523,106912640.00,80,00
7524,106914240.00,0B,00
7525,107143040.00,42,00
7526,107144640.00,07,00
7527,107146240.00,80,00
7528,107147840.00,06,00
7529,107149440.00,80,00
7530,107151040.00,0B,00
7531,107152640.00,80,00
7532,107154240.00,04,00
7533,107155840.00,00,00
7534,107157440.00,06,00
7535,107159040.00,68,00
7536,107160640.00,E2,00
7537,107162240.00,C2,00
7538,107163840.00,00,00
7539,107165440.00,00,00
7540,107167040.00,06,00
7541,107168640.00,80,00
7542,107170240.00,0B,00
7543,107399090.00,42,00
7544,107400690.00,07,00
7545,107402290.00,80,00
7546,107403890.00,06,00
7547,107405490.00,80,00
7548,107407090.00,0B,00
7549,107408690.00,80,00
7550,107410290.00,04,00
7551,107411890.00,00,00
7552,107413500.00,06,00
7553,107415090.00,68,00
7554,107416690.00,E2,00
7555,107418290.00,C2,00
7556,107419890.00,00,00
7557,107421490.00,00,00
7558,107423090.00,06,00
7559,107424690.00,80,00
7560,107426290.00,1B,00
7561,107655050.00,C6,00
7562,107656650.00,0F,00
7563,107658250.00,80,00
7564,107659850.00,0F,00
7565,107661450.00,80,00
7566,107663050.00,1F,00
7567,107664650.00,80,00
7568,107666250.00,0C,00
7569,107667850.00,00,00
7570,107669450.00,0E,00
7571,107671050.00,F9,00
7572,107672650.00,E7,00
7573,107674250.00,C6,00
7574,107675850.00,00,00
7575,107677450.00,00,00
7576,107679050.00,0F,00
7577,107680650.00,80,00
7578,107682250.00,1F,00
7579,107911050.00,42,00
7580,107912650.00,07,00
7581,107914250.00,80,00
7582,107915850.00,06,00
7583,107917450.00,80,00
7584,107919050.00,0B,00
7585,107920650.00,80,00
7586,107922250.00,04,00
7587,107923850.00,00,00
7588,107925450.00,06,00
7589,107927050.00,68,00
7590,107928650.00,E2,00
7591,107930250.00,C2,00
7592,107931850.00,00,00
7593,107933450.00,00,00
7594,107935050.00,06,00
7595,107936650.00,80,00
7596,107938250.00,0B,00
7597,108167050.00,42,00
7598,108168650.00,07,00
7599,108170250.00,80,00
7600,108171850.00,06,00
7601,108173450.00,80,00
7602,108175050.00,0B,00
7603,108176650.00,80,00
7604,108178250.00,04,00
7605,108179850.00,00,00
7606,108181450.00,06,00
7607,108183050.00,68,00
7608,108184650.00,E2,00
7609,108186250.00,C2,00
7610,108187850.00,00,00
7611,108189450.00,00,00
7612,108191050.00,06,00
7613,108192650.00,80,00
7614,108194250.00,0B,00
7615,108423050.00,42,00
7616,108424650.00,07,00
7617,108426250.00,80,00
7618,108427850.00,06,00
7619,108429450.00,80,00
7620,108431050.00,0B,00
7621,108432650.00,80,00
7622,108434250.00,04,00
7623,108435850.00,00,00
7624,108437450.00,06,00
7625,108439050.00,68,00
7626,108440650.00,E2,00
7627,108442250.00,C2,00
7628,108443850.00,00,00
7629,108445450.00,00,00
7630,108447050.00,06,00
7631,108448650.00,80,00
7632,108450250.00,0B,00
7633,108679050.00,42,00
7634,108680650.00,07,00
7635,108682250.00,80,00
7636,108683850.00,06,00
7637,108685450.00,80,00
7638,108687050.00,0B,00
7639,108688650.00,80,00
7640,108690250.00,04,00
7641,108691850.00,00,00
7642,108693450.00,06,00
7643,108695050.00,68,00
7644,108696650.00,E2,00
7645,108698250.00,C2,00
7646,108699850.00,00,00
7647,108701450.00,00,00
7648,108703050.00,06,00
7649,108704650.00,80,00
7650,108706250.00,0B,00
7651,108935050.00,42,00
7652,108936650.00,07,00
7653,108938250.00,80,00
7654,108939850.00,06,00
7655,108941450.00,80,00
7656,108943050.00,0B,00
7657,108944650.00,80,00
7658,108946250.00,04,00
7659,108947850.00,00,00
7660,108949450.00,06,00
7661,108951050.00,68,00
7662,108952650.00,E2,00
7663,108954250.00,C2,00
7664,108955850.00,00,00
7665,108957450.00,00,00
7666,108959050.00,06,00
7667,108960650.00,80,00
7668,108962250.00,0B,00
7669,109191050.00,42,00
7670,109192650.00,07,00
7671,109194250.00,80,00
7672,109195860.00,06,00
7673,109197450.00,80,00
7674,109199050.00,0B,00
7675,109200650.00,80,00
7676,109202250.00,04,00
7677,109203850.00,00,00
7678,109205460.00,06,00
7679,109207050.00,E0,00
7680,109208650.00,F2,00
7681,109210260.00,C2,00
7682,109211850.00,00,00
7683,109213450.00,00,00
7684,109215050.00,06,00
7685,109216650.00,80,00
7686,109218260.00,1F,00
7687,109447060.00,C6,00
7688,109448660.00,0F,00
7689,109450260.00,80,00
7690,109451860.00,0F,00
7691,109453460.00,80,00
7692,109455060.00,1F,00
7693,109456660.00,80,00
7694,109458260.00,0C,00
7695,109459860.00,00,00
7696,109461460.00,0E,00
7697,109463060.00,F9,00
7698,109464660.00,E7,00
7699,109466260.00,C6,00
7700,109467860.00,00,00
7701,109469460.00,00,00
7702,109471060.00,0E,00
7703,109472660.00,80,00
7704,109474260.00,1F,00
7705,109703060.00,42,00
7706,109704660.00,07,00
7707,109706260.00,80,00
7708,109707860.00,06,00
7709,109709460.00,80,00
7710,109711060.00,0B,00
7711,109712660.00,80,00
7712,109714260.00,04,00
7713,109715860.00,00,00
7714,109717460.00,06,00
7715,109719060.00,68,00
7716,109720660.00,E2,00
7717,109722260.00,C2,00
7718,109723860.00,00,00
7719,109725460.00,00,00
7720,109727060.00,06,00
7721,109728660.00,80,00
7722,109730260.00,0B,00
7723,109959060.00,42,00
7724,109960660.00,07,00
7725,109962260.00,80,00
7726,109963860.00,06,00
7727,109965460.00,80,00
7728,109967060.00,0B,00
7729,109968660.00,80,00
7730,109970260.00,04,00
7731,109971860.00,00,00
7732,109973460.00,06,00
7733,109975060.00,68,00
7734,109976660.00,E2,00
7735,109978260.00,C2,00
7736,109979860.00,00,00
7737,109981460.00,00,00
7738,109983060.00,06,00
7739,109984660.00,80,00
7740,109986260.00,0B,00
7741,110215110.00,42,00
7742,110216710.00,07,00
7743,110218310.00,80,00
7744,110219910.00,06,00
7745,110221510.00,80,00
7746,110223110.00,0B,00
7747,110224710.00,80,00
7748,110226310.00,04,00
7749,110227910.00,00,00
7750,110229510.00,06,00
7751,110231110.00,68,00
7752,110232710.00,E2,00
7753,110234310.00,C2,00
7754,110235910.00,00,00
7755,110237510.00,00,00
7756,110239110.00,06,00
7757,110240710.00,80,00
7758,110242310.00,0B,00
7759,110471060.00,42,00
7760,110472660.00,07,00
7761,110474260.00,80,00
7762,110475860.00,06,00
7763,110477460.00,80,00
7764,110479060.00,0B,00
7765,110480660.00,80,00
7766,110482260.00,04,00
7767,110483860.00,00,00
7768,110485460.00,06,00
7769,110487060.00,68,00
7770,110488660.00,E2,00
7771,110490260.00,C2,00
7772,110491860.00,00,00
7773,110493460.00,00,00
7774,110495060.00,06,00
7775,110496660.00,80,00
7776,110498260.00,0B,00
7777,110727060.00,42,00
7778,110728660.00,07,00
7779,110730260.00,80,00
7780,110731860.00,06,00
7781,110733460.00,80,00
7782,110735060.00,0B,00
7783,110736660.00,80,00
7784,110738260.00,04,00
7785,110739860.00,00,00
7786,110741460.00,06,00
7787,110743060.00,68,00
7788,110744660.00,E2,00
7789,110746260.00,C2,00
7790,110747860.00,00,00
7791,110749460.00,00,00
7792,110751060.00,06,00
7793,110752660.00,80,00
7794,110754260.00,0B,00
7795,110983060.00,42,00
7796,110984660.00,07,00
7797,110986260.00,80,00
7798,110987860.00,06,00
7799,110989460.00,80,00
7800,110991060.00,1B,00
7801,110992660.00,80,00
7802,110994270.00,00,00
7803,110995870.00,00,00
7804,110997460.00,06,00
7805,110999070.00,D0,00
7806,111000660.00,E2,00
7807,111002270.00,86,00
7808,111003860.00,00,00
7809,111005470.00,00,00
7810,111007070.00,0F,00
7811,111008670.00,80,00
7812,111010260.00,1F,00
7813,111239120.00,C6,00
7814,111240720.00,0F,00
7815,111242320.00,80,00
7816,111243920.00,0F,00
7817,111245520.00,80,00
7818,111247120.00,1F,00
7819,111248720.00,80,00
7820,111250320.00,0C,00
7821,111251920.00,00,00
7822,111253520.00,0F,00
7823,111255120.00,E1,00
7824,111256720.00,F2,00
7825,111258320.00,C2,00
7826,111259920.00,00,00
7827,111261520.00,00,00
7828,111263120.00,0F,00
7829,111264720.00,80,00
7830,111266320.00,1F,00
7831,111495070.00,42,00
7832,111496670.00,07,00
7833,111498270.00,80,00
7834,111499870.00,06,00
7835,111501470.00,80,00
7836,111503070.00,0B,00
7837,111504670.00,80,00
7838,111506270.00,04,00
7839,111507870.00,00,00
7840,111509470.00,06,00
7841,111511070.00,68,00
7842,111512670.00,E2,00
7843,111514270.00,C2,00
7844,111515870.00,00,00
7845,111517470.00,00,00
7846,111519070.00,06,00
7847,111520670.00,80,00
7848,111522270.00,0B,00
7849,111751070.00,42,00
7850,111752670.00,07,00
7851,111754270.00,80,00
7852,111755870.00,06,00
7853,111757470.00,80,00
7854,111759070.00,0B,00
7855,111760670.00,80,00
7856,111762270.00,04,00
7857,111763870.00,00,00
7858,111765470.00,06,00
7859,111767070.00,68,00
7860,111768670.00,E2,00
7861,111770270.00,C2,00
7862,111771870.00,00,00
7863,111773470.00,00,00
7864,111775070.00,06,00
7865,111776670.00,80,00
7866,111778270.00,0B,00
7867,112007070.00,42,00
7868,112008670.00,07,00
7869,112010270.00,80,00
7870,112011870.00,06,00
7871,112013470.00,80,00
7872,112015070.00,0B,00
7873,112016670.00,80,00
7874,112018270.00,03,00
7875,112019870.00,80,00
7876,112021470.00,06,00
7877,112023070.00,7E,00
7878,112024670.00,FA,00
7879,112026270.00,42,00
7880,112027870.00,00,00
7881,112029470.00,00,00
7882,112031070.00,06,00
7883,112032670.00,80,00
7884,112034270.00,0B,00
7885,112263120.00,42,00
7886,112264720.00,07,00
7887,112266320.00,80,00
7888,112267920.00,06,00
7889,112269520.00,80,00
7890,112271120.00,0B,00
7891,112272720.00,80,00
7892,112274320.00,03,00
7893,112275920.00,80,00
7894,112277520.00,06,00
7895,112279120.00,7E,00
7896,112280720.00,FA,00
7897,112282320.00,42,00
7898,112283920.00,00,00
7899,112285520.00,00,00
7900,112287120.00,06,00
7901,112288720.00,80,00
7902,112290320.00,0B,00
7903,112519070.00,42,00
7904,112520670.00,07,00
7905,112522270.00,80,00
7906,112523870.00,06,00
7907,112525470.00,80,00
7908,112527070.00,0B,00
7909,112528670.00,80,00
7910,112530270.00,04,00
7911,112531870.00,00,00
7912,112533470.00,06,00
7913,112535070.00,68,00
7914,112536670.00,E2,00
7915,112538270.00,C2,00
7916,112539870.00,00,00
7917,112541470.00,00,00
7918,112543070.00,06,00
7919,112544670.00,80,00
7920,112546270.00,0B,00
7921,112775070.00,42,00
7922,112776680.00,0F,00
7923,112778270.00,80,00
7924,112779870.00,06,00
7925,112781470.00,80,00
7926,112783080.00,1B,00
7927,112784680.00,00,00
7928,112786270.00,08,00
7929,112787870.00,00,00
7930,112789480.00,0F,00
7931,112791080.00,C0,00
7932,112792670.00,E4,00
7933,112794270.00,40,00
7934,112795880.00,00,00
7935,112797470.00,00,00
7936,112799080.00,0E,00
7937,112800670.00,80,00
7938,112802280.00,13,00
7939,113031080.00,C6,00
7940,113032680.00,0F,00
7941,113034280.00,80,00
7942,113035880.00,0F,00
7943,113037480.00,80,00
7944,113039080.00,0F,00
7945,113040680.00,80,00
7946,113042280.00,0C,00
7947,113043880.00,00,00
7948,113045480.00,0F,00
7949,113047080.00,E1,00
7950,113048680.00,F2,00
7951,113050280.00,C2,00
7952,113051880.00,00,00
7953,113053480.00,00,00
7954,113055080.00,06,00
7955,113056680.00,80,00
7956,113058280.00,1F,00
7957,113287130.00,42,00
7958,113288730.00,07,00
7959,113290330.00,80,00
7960,113291930.00,06,00
7961,113293530.00,80,00
7962,113295130.00,0B,00
7963,113296730.00,80,00
7964,113298330.00,04,00
7965,113299930.00,00,00
7966,113301530.00,06,00
7967,113303130.00,E0,00
7968,113304730.00,F2,00
7969,113306330.00,42,00
7970,113307930.00,00,00
7971,113309530.00,00,00
7972,113311130.00,06,00
7973,113312730.00,80,00
7974,113314330.00,0B,00
7975,113543080.00,42,00
7976,113544680.00,07,00
7977,113546280.00,80,00
7978,113547880.00,06,00
7979,113549480.00,80,00
7980,113551080.00,0B,00
7981,113552680.00,80,00
7982,113554280.00,04,00
7983,113555880.00,00,00
7984,113557480.00,06,00
7985,113559080.00,68,00
7986,113560680.00,E2,00
7987,113562280.00,C2,00
7988,113563880.00,00,00
7989,113565480.00,00,00
7990,113567080.00,06,00
7991,113568680.00,80,00
7992,113570280.00,0B,00
7993,113799080.00,42,00
7994,113800680.00,07,00
7995,113802280.00,80,00
7996,113803880.00,06,00
7997,113805480.00,80,00
7998,113807080.00,0B,00
7999,113808680.00,80,00
8000,113810280.00,04,00
8001,113811880.00,00,00
8002,113813480.00,06,00
8003,113815080.00,68,00
8004,113816680.00,E2,00
8005,113818280.00,C2,00
8006,113819880.00,00,00
8007,113821480.00,00,00
8008,113823080.00,06,00
8009,113824680.00,80,00
8010,113826280.00,0B,00
8011,114055080.00,42,00
8012,114056680.00,07,00
8013,114058280.00,80,00
8014,114059880.00,06,00
8015,114061480.00,80,00
8016,114063080.00,0B,00
8017,114064680.00,80,00
8018,114066280.00,04,00
8019,114067880.00,00,00
8020,114069480.00,06,00
8021,114071080.00,68,00
8022,114072680.00,E2,00
8023,114074280.00,C2,00
8024,114075880.00,00,00
8025,114077480.00,00,00
8026,114079080.00,06,00
8027,114080680.00,80,00
8028,114082280.00,0B,00
8029,114311130.00,42,00
8030,114312730.00,07,00
8031,114314330.00,80,00
8032,114315930.00,06,00
8033,114317530.00,80,00
8034,114319130.00,0B,00
8035,114320730.00,80,00
8036,114322330.00,04,00
8037,114323930.00,00,00
8038,114325530.00,06,00
8039,114327130.00,E0,00
8040,114328730.00,F2,00
8041,114330330.00,42,00
8042,114331930.00,00,00
8043,114333530.00,00,00
8044,114335130.00,06,00
8045,114336730.00,80,00
8046,114338330.00,0B,00
8047,114567080.00,42,00
8048,114568690.00,07,00
8049,114570280.00,80,00
8050,114571880.00,0F,00
8051,114573490.00,80,00
8052,114575090.00,0B,00
8053,114576690.00,80,00
8054,114578290.00,04,00
8055,114579890.00,00,00
8056,114581490.00,06,00
8057,114583090.00,E9,00
8058,114584680.00,E7,00
8059,114586290.00,C4,00
8060,114587890.00,00,00
8061,114589490.00,00,00
8062,114591090.00,07,00
8063,114592690.00,80,00
8064,114594290.00,1B,00
8065,114823090.00,C6,00
8066,114824690.00,07,00
8067,114826290.00,80,00
8068,114827890.00,06,00
8069,114829490.00,80,00
8070,114831090.00,0F,00
8071,114832690.00,80,00
8072,114834290.00,0C,00
8073,114835890.00,00,00
8074,114837490.00,06,00
8075,114839090.00,F8,00
8076,114840690.00,E6,00
8077,114842290.00,C2,00
8078,114843890.00,00,00
8079,114845490.00,00,00
8080,114847090.00,07,00
8081,114848690.00,80,00
8082,114850290.00,0B,00
8083,115079090.00,42,00
8084,115080690.00,07,00
8085,115082290.00,80,00
8086,115083890.00,06,00
8087,115085490.00,80,00
8088,115087090.00,0B,00
8089,115088690.00,80,00
8090,115090290.00,04,00
8091,115091890.00,00,00
8092,115093490.00,06,00
8093,115095090.00,E0,00
8094,115096690.00,F2,00
8095,115098290.00,42,00
8096,115099890.00,00,00
8097,115101490.00,00,00
8098,115103090.00,06,00
8099,115104690.00,80,00
8100,115106290.00,0B,00
8101,115335140.00,42,00
8102,115336740.00,07,00
8103,115338340.00,80,00
8104,115339940.00,06,00
8105,115341540.00,80,00
8106,115343140.00,0B,00
8107,115344740.00,80,00
8108,115346340.00,04,00
8109,115347940.00,00,00
8110,115349540.00,06,00
8111,115351140.00,68,00
8112,115352740.00,E2,00
8113,115354340.00,C2,00
8114,115355940.00,00,00
8115,115357540.00,00,00
8116,115359140.00,06,00
8117,115360740.00,80,00
8118,115362340.00,0B,00
8119,115591090.00,42,00
8120,115592690.00,07,00
8121,115594290.00,80,00
8122,115595890.00,06,00
8123,115597490.00,80,00
8124,115599090.00,0B,00
8125,115600690.00,80,00
8126,115602290.00,04,00
8127,115603890.00,00,00
8128,115605490.00,06,00
8129,115607090.00,68,00
8130,115608690.00,E2,00
8131,115610290.00,C2,00
8132,115611890.00,00,00
8133,115613490.00,00,00
8134,115615090.00,06,00
8135,115616690.00,80,00
8136,115618290.00,0B,00
8137,115847090.00,42,00
8138,115848690.00,07,00
8139,115850290.00,80,00
8140,115851890.00,06,00
8141,115853490.00,80,00
8142,115855090.00,0B,00
8143,115856690.00,80,00
8144,115858290.00,04,00
8145,115859890.00,00,00
8146,115861490.00,06,00
8147,115863090.00,68,00
8148,115864690.00,E2,00
8149,115866290.00,C2,00
8150,115867890.00,00,00
8151,115869490.00,00,00
8152,115871090.00,06,00
8153,115872690.00,80,00
8154,115874290.00,0B,00
8155,116103090.00,42,00
8156,116104690.00,07,00
8157,116106290.00,80,00
8158,116107890.00,06,00
8159,116109490.00,80,00
8160,116111090.00,0B,00
8161,116112690.00,80,00
8162,116114290.00,04,00
8163,116115890.00,00,00
8164,116117490.00,06,00
8165,116119090.00,68,00
8166,116120690.00,E2,00
8167,116122290.00,C2,00
8168,116123890.00,00,00
8169,116125490.00,00,00
8170,116127090.00,06,00
8171,116128690.00,80,00
8172,116130290.00,0B,00
8173,116359150.00,C6,00
8174,116360750.00,07,00
8175,116362350.00,80,00
8176,116363950.00,0F,00
8177,116365550.00,80,00
8178,116367150.00,1F,00
8179,116368750.00,00,00
8180,116370350.00,0C,00
8181,116371950.00,00,00
8182,116373550.00,06,00
8183,116375150.00,F9,00
8184,116376750.00,E7,00
8185,116378350.00,C6,00
8186,116379950.00,00,00
8187,116381550.00,00,00
8188,116383140.00,0F,00
8189,116384750.00,00,00
8190,116386350.00,1F,00
8191,116615100.00,C6,00
8192,116616700.00,0F,00
8193,116618300.00,80,00
8194,116619900.00,06,00
8195,116621500.00,80,00
8196,116623100.00,1B,00
8197,116624700.00,80,00
8198,116626300.00,0C,00
8199,116627900.00,00,00
8200,116629500.00,06,00
8201,116631100.00,68,00
8202,116632700.00,E2,00
8203,116634300.00,C2,00
8204,116635900.00,00,00
8205,116637500.00,00,00
8206,116639100.00,06,00
8207,116640700.00,80,00
8208,116642300.00,0B,00
8209,116871100.00,42,00
8210,116872700.00,07,00
8211,116874300.00,80,00
8212,116875900.00,06,00
8213,116877500.00,80,00
8214,116879100.00,0B,00
8215,116880700.00,00,00
8216,116882300.00,04,00
8217,116883900.00,00,00
8218,116885500.00,06,00
8219,116887100.00,3D,00
8220,116888700.00,CA,00
8221,116890300.00,42,00
8222,116891900.00,00,00
8223,116893500.00,00,00
8224,116895100.00,06,00
8225,116896700.00,80,00
8226,116898300.00,0B,00
8227,117127100.00,42,00
8228,117128700.00,07,00
8229,117130300.00,80,00
8230,117131900.00,06,00
8231,117133500.00,80,00
8232,117135100.00,0B,00
8233,117136700.00,00,00
8234,117138300.00,04,00
8235,117139900.00,00,00
8236,117141500.00,06,00
8237,117143100.00,3D,00
8238,117144700.00,CA,00
8239,117146300.00,42,00
8240,117147900.00,00,00
8241,117149500.00,00,00
8242,117151100.00,06,00
8243,117152700.00,80,00
8244,117154300.00,0B,00
8245,117383150.00,42,00
8246,117384750.00,07,00
8247,117386350.00,80,00
8248,117387950.00,06,00
8249,117389550.00,80,00
8250,117391150.00,0B,00
8251,117392750.00,80,00
8252,117394350.00,04,00
8253,117395950.00,00,00
8254,117397550.00,06,00
8255,117399150.00,68,00
8256,117400750.00,E2,00
8257,117402350.00,C2,00
8258,117403950.00,00,00
8259,117405550.00,00,00
8260,117407150.00,06,00
8261,117408750.00,80,00
8262,117410350.00,0B,00
8263,117639100.00,42,00
8264,117640700.00,07,00
8265,117642300.00,80,00
8266,117643900.00,06,00
8267,117645500.00,80,00
8268,117647100.00,0B,00
8269,117648700.00,80,00
8270,117650300.00,04,00
8271,117651900.00,00,00
8272,117653500.00,06,00
8273,117655100.00,68,00
8274,117656700.00,E2,00
8275,117658300.00,C2,00
8276,117659900.00,00,00
8277,117661500.00,00,00
8278,117663100.00,06,00
8279,117664700.00,80,00
8280,117666300.00,0B,00
8281,117895100.00,42,00
8282,117896700.00,07,00
8283,117898300.00,80,00
8284,117899900.00,06,00
8285,117901500.00,80,00
8286,117903100.00,0B,00
8287,117904700.00,80,00
8288,117906300.00,04,00
8289,117907900.00,00,00
8290,117909500.00,06,00
8291,117911100.00,68,00
8292,117912700.00,E2,00
8293,117914300.00,C2,00
8294,117915900.00,00,00
8295,117917500.00,00,00
8296,117919100.00,06,00
8297,117920700.00,80,00
8298,117922300.00,0B,00
8299,118151110.00,C6,00
8300,118152710.00,0F,00
8301,118154310.00,80,00
8302,118155910.00,0F,00
8303,118157510.00,80,00
8304,118159110.00,1F,00
8305,118160710.00,00,00
8306,118162310.00,0C,00
8307,118163910.00,00,00
8308,118165510.00,0C,00
8309,118167110.00,F9,00
8310,118168700.00,C7,00
8311,118170310.00,C6,00
8312,118171910.00,00,00
8313,118173510.00,00,00
8314,118175110.00,0F,00
8315,118176710.00,80,00
8316,118178310.00,1F,00
8317,118407110.00,46,00
8318,118408710.00,0F,00
8319,118410310.00,80,00
8320,118411910.00,07,00
8321,118413510.00,80,00
8322,118415110.00,0B,00
8323,118416710.00,80,00
8324,118418310.00,04,00
8325,118419910.00,00,00
8326,118421510.00,06,00
8327,118423110.00,E0,00
8328,118424710.00,F2,00
8329,118426310.00,42,00
8330,118427910.00,00,00
8331,118429510.00,00,00
8332,118431110.00,06,00
8333,118432710.00,80,00
8334,118434310.00,0B,00
8335,118663110.00,42,00
8336,118664710.00,07,00
8337,118666310.00,80,00
8338,118667910.00,06,00
8339,118669510.00,80,00
8340,118671110.00,0B,00
8341,118672710.00,80,00
8342,118674310.00,04,00
8343,118675910.00,00,00
8344,118677510.00,06,00
8345,118679110.00,68,00
8346,118680710.00,E2,00
8347,118682310.00,C2,00
8348,118683910.00,00,00
8349,118685510.00,00,00
8350,118687110.00,06,00
8351,118688710.00,80,00
8352,118690310.00,0B,00
8353,118919110.00,42,00
8354,118920710.00,07,00
8355,118922310.00,80,00
8356,118923910.00,06,00
8357,118925510.00,80,00
8358,118927110.00,0B,00
8359,118928710.00,80,00
8360,118930310.00,04,00
8361,118931910.00,00,00
8362,118933510.00,06,00
8363,118935110.00,68,00
8364,118936710.00,E2,00
8365,118938310.00,C2,00
8366,118939910.00,00,00
8367,118941510.00,00,00
8368,118943110.00,06,00
8369,118944710.00,80,00
8370,118946310.00,0B,00
8371,119175110.00,42,00
8372,119176710.00,07,00
8373,119178310.00,80,00
8374,119179910.00,06,00
8375,119181510.00,80,00
8376,119183110.00,0B,00
8377,119184710.00,80,00
8378,119186310.00,04,00
8379,119187910.00,00,00
8380,119189510.00,06,00
8381,119191110.00,68,00
8382,119192710.00,E2,00
8383,119194310.00,C2,00
8384,119195910.00,00,00
8385,119197510.00,00,00
8386,119199110.00,06,00
8387,119200710.00,80,00
8388,119202310.00,0B,00
8389,119431110.00,42,00
8390,119432710.00,07,00
8391,119434310.00,80,00
8392,119435910.00,06,00
8393,119437510.00,80,00
8394,119439110.00,0B,00
8395,119440710.00,80,00
8396,119442310.00,04,00
8397,119443910.00,00,00
8398,119445510.00,06,00
8399,119447110.00,68,00
8400,119448710.00,E2,00
8401,119450310.00,C2,00
8402,119451910.00,00,00
8403,119453510.00,00,00
8404,119455110.00,06,00
8405,119456710.00,80,00
